hour,day,month,weekday,is_holiday,temp,price_uzs,demand_kwh,prev_demand_kwh,produce
4,26,3,6,0,13.8,300,65.7,76.5,1
5,26,3,6,0,12.4,300,70.7,71.6,1
6,26,3,6,0,11.4,441.5,94.5,65.5,1
7,26,3,6,0,11.0,398.1,97.0,90.8,1
8,26,3,6,0,6.7,393.9,91.2,98.8,1
9,26,3,6,0,9.5,530.8,101.8,99.8,1
10,26,3,6,0,9.0,531.2,112.2,108.9,0
11,26,3,6,0,6.8,501.1,102.1,106.9,1
12,26,3,6,0,5.7,687.9,117.5,108.2,0
13,26,3,6,0,6.6,702.1,124.2,130.2,0
14,26,3,6,0,4.2,685.5,125.2,124.7,0
15,26,3,6,0,4.9,725.3,134.8,121.4,0
16,26,3,6,0,6.4,664.2,123.7,123.2,0
17,26,3,6,0,7.9,685.9,124.7,137.5,0
18,26,3,6,0,9.1,667.2,125.5,131.3,0
19,26,3,6,0,9.8,592.8,112.3,128.5,0
20,26,3,6,0,9.3,600.8,117.8,113.8,0
21,26,3,6,0,12.7,585.9,121.6,117.4,0
22,26,3,6,0,13.5,585.3,125.1,115.7,0
23,26,3,6,0,13.0,331.9,77.2,118.2,1
0,27,3,0,0,13.8,308.0,80.6,105.0,1
1,27,3,0,0,13.0,311.7,82.9,78.9,1
2,27,3,0,0,14.1,341.2,77.1,83.8,1
3,27,3,0,0,13.1,334.4,76.7,77.5,1
4,27,3,0,0,14.6,300,75.2,73.8,1
5,27,3,0,0,11.5,317.0,74.2,76.4,1
6,27,3,0,0,11.4,504.7,111.2,86.2,1
7,27,3,0,0,12.2,489.9,115.8,107.2,1
8,27,3,0,0,10.3,476.9,106.5,106.2,1
9,27,3,0,0,10.3,625.6,122.1,105.0,0
10,27,3,0,0,7.2,648.5,126.9,123.8,1
11,27,3,0,0,7.4,648.7,130.1,122.3,0
12,27,3,0,0,6.8,817.5,137.2,126.1,0
13,27,3,0,0,6.9,805.9,136.7,137.7,0
14,27,3,0,0,5.6,828.9,143.7,147.0,0
15,27,3,0,0,6.0,821.0,148.6,141.3,0
16,27,3,0,0,5.7,851.2,135.7,152.2,0
17,27,3,0,0,6.0,843.3,144.8,143.2,0
18,27,3,0,0,8.5,841.6,149.9,144.0,0
19,27,3,0,0,11.2,707.1,143.7,144.1,0
20,27,3,0,0,10.6,699.3,132.6,139.4,0
21,27,3,0,0,10.2,686.4,135.7,138.2,0
22,27,3,0,0,11.7,691.7,138.1,133.3,0
23,27,3,0,0,15.4,415.2,90.6,127.8,1
0,28,3,1,0,11.8,328.4,79.9,104.8,1
1,28,3,1,0,15.6,336.7,79.4,80.4,1
2,28,3,1,0,15.1,310.7,76.3,76.4,1
3,28,3,1,0,13.6,300,81.7,82.0,1
4,28,3,1,0,16.2,322.0,87.4,78.9,1
5,28,3,1,0,15.1,300,78.6,81.1,1
6,28,3,1,0,13.0,537.5,112.2,80.5,1
7,28,3,1,0,10.3,516.1,105.9,110.9,0
8,28,3,1,0,11.0,505.2,106.2,112.6,1
9,28,3,1,0,9.4,638.8,128.3,112.8,0
10,28,3,1,0,8.3,632.0,124.9,129.9,0
11,28,3,1,0,6.9,646.6,131.7,123.1,0
12,28,3,1,0,7.9,837.5,152.1,128.8,0
13,28,3,1,0,6.7,812.8,137.2,143.2,0
14,28,3,1,0,4.9,846.9,140.3,150.6,0
15,28,3,1,0,4.6,851.3,142.9,138.7,0
16,28,3,1,0,5.7,845.7,141.6,144.7,0
17,28,3,1,0,6.8,837.0,142.6,141.5,0
18,28,3,1,0,10.5,830.3,144.0,145.0,0
19,28,3,1,0,8.3,678.6,130.8,146.6,0
20,28,3,1,0,8.3,693.0,139.6,133.8,0
21,28,3,1,0,9.7,705.5,129.7,128.7,0
22,28,3,1,0,12.2,711.3,134.5,138.1,0
23,28,3,1,0,11.4,405.3,89.5,128.8,1
0,29,3,2,0,13.8,317.2,79.5,94.9,1
1,29,3,2,0,12.1,328.5,80.7,75.4,1
2,29,3,2,0,13.2,301.8,77.7,78.0,1
3,29,3,2,0,15.0,304.3,77.9,82.0,1
4,29,3,2,0,13.9,300,81.9,82.8,1
5,29,3,2,0,14.9,318.1,83.0,73.1,1
6,29,3,2,0,12.1,528.7,106.4,82.1,1
7,29,3,2,0,11.8,496.2,110.2,110.7,0
8,29,3,2,0,8.3,481.4,114.6,101.1,1
9,29,3,2,0,9.3,648.4,130.1,109.2,0
10,29,3,2,0,6.4,641.9,124.9,124.7,0
11,29,3,2,0,7.8,618.7,135.0,123.8,0
12,29,3,2,0,6.6,818.7,141.8,128.9,0
13,29,3,2,0,6.3,805.9,147.8,141.2,0
14,29,3,2,0,8.9,801.5,142.2,144.8,0
15,29,3,2,0,5.9,844.9,146.2,142.9,0
16,29,3,2,0,7.0,837.5,138.2,142.0,0
17,29,3,2,0,4.3,808.6,138.3,152.8,0
18,29,3,2,0,9.1,845.8,150.8,142.6,0
19,29,3,2,0,8.6,696.6,133.1,145.9,0
20,29,3,2,0,9.7,698.7,132.5,124.4,0
21,29,3,2,0,11.2,737.0,139.5,125.1,1
22,29,3,2,0,10.1,701.9,137.9,131.2,0
23,29,3,2,0,11.2,391.7,98.6,130.9,1
0,30,3,3,0,15.3,305.9,75.8,94.0,1
1,30,3,3,0,16.5,337.9,83.1,78.2,1
2,30,3,3,0,14.8,324.4,71.3,78.2,1
3,30,3,3,0,14.4,300,79.4,78.7,1
4,30,3,3,0,14.6,333.0,74.0,84.2,1
5,30,3,3,0,11.9,317.0,78.4,84.7,1
6,30,3,3,0,12.0,529.8,106.4,86.9,1
7,30,3,3,0,11.1,503.4,109.5,108.1,1
8,30,3,3,0,11.2,502.1,119.2,105.7,0
9,30,3,3,0,10.7,638.8,128.4,110.5,0
10,30,3,3,0,8.9,659.7,129.9,124.7,0
11,30,3,3,0,6.7,669.0,120.6,131.4,0
12,30,3,3,0,5.4,825.2,141.2,131.6,0
13,30,3,3,0,4.4,792.0,138.1,147.3,0
14,30,3,3,0,7.0,832.0,145.4,138.8,0
15,30,3,3,0,5.7,830.0,143.9,143.0,0
16,30,3,3,0,7.5,820.4,142.1,139.9,0
17,30,3,3,0,7.5,831.5,137.7,139.6,0
18,30,3,3,0,6.3,858.1,157.8,150.8,0
19,30,3,3,0,9.3,696.2,123.2,145.7,0
20,30,3,3,0,11.1,710.8,129.4,136.8,0
21,30,3,3,0,11.2,734.0,127.1,127.8,1
22,30,3,3,0,12.5,701.0,126.3,137.1,0
23,30,3,3,0,13.3,430.1,98.1,136.3,1
0,31,3,4,0,14.9,325.2,76.6,100.2,0
1,31,3,4,0,12.6,360.3,83.7,89.4,1
2,31,3,4,0,13.4,323.3,82.1,84.2,1
3,31,3,4,0,13.1,326.7,81.4,83.5,1
4,31,3,4,0,12.9,332.6,78.9,79.8,1
5,31,3,4,0,10.7,348.6,70.8,82.8,1
6,31,3,4,0,12.3,506.2,111.4,84.4,0
7,31,3,4,0,13.5,482.6,109.2,104.0,1
8,31,3,4,0,10.7,475.5,110.5,100.5,1
9,31,3,4,0,10.6,619.0,128.0,107.3,0
10,31,3,4,0,9.6,632.2,129.8,122.1,0
11,31,3,4,0,7.3,632.7,129.0,120.5,0
12,31,3,4,0,6.4,838.4,146.2,125.0,0
13,31,3,4,0,7.8,819.9,146.1,147.2,0
14,31,3,4,0,7.6,804.5,143.5,139.2,0
15,31,3,4,0,3.7,855.4,148.7,142.5,0
16,31,3,4,0,6.1,817.1,150.9,149.0,0
17,31,3,4,0,7.2,843.5,149.7,143.3,0
18,31,3,4,0,8.6,817.4,142.8,137.6,0
19,31,3,4,0,7.8,709.4,131.5,140.7,0
20,31,3,4,0,12.1,727.8,139.2,135.9,0
21,31,3,4,0,10.7,678.4,131.1,125.9,0
22,31,3,4,0,10.9,717.7,138.7,130.3,0
23,31,3,4,0,12.2,430.1,102.0,133.5,1
0,1,4,5,0,22.3,300,72.6,83.6,1
1,1,4,5,0,18.7,300,63.0,63.7,1
2,1,4,5,0,21.2,300,65.5,75.7,1
3,1,4,5,0,20.7,300,71.3,71.9,1
4,1,4,5,0,23.6,300,71.1,70.1,1
5,1,4,5,0,21.7,300,71.9,68.7,1
6,1,4,5,0,22.0,394.1,95.9,68.1,1
7,1,4,5,0,17.6,408.6,92.7,94.5,1
8,1,4,5,0,17.0,421.7,93.2,94.2,1
9,1,4,5,0,18.4,512.1,110.8,89.8,1
10,1,4,5,0,16.5,522.2,116.1,113.9,1
11,1,4,5,0,15.8,532.7,116.2,106.1,1
12,1,4,5,0,14.7,697.5,127.8,105.6,0
13,1,4,5,0,13.6,659.5,126.6,119.2,0
14,1,4,5,0,13.7,675.4,127.7,124.1,0
15,1,4,5,0,13.5,696.5,125.7,129.8,0
16,1,4,5,0,14.2,666.5,120.5,127.9,0
17,1,4,5,0,12.5,666.1,120.9,117.9,0
18,1,4,5,0,16.0,692.8,126.8,128.6,1
19,1,4,5,0,17.0,580.3,110.1,128.3,0
20,1,4,5,0,16.1,569.1,107.7,111.8,1
21,1,4,5,0,20.8,581.6,118.1,120.6,0
22,1,4,5,0,22.6,592.6,115.2,123.5,0
23,1,4,5,0,20.2,345.4,86.7,123.1,1
0,2,4,6,0,22.9,300,64.6,84.6,1
1,2,4,6,0,21.7,300,69.5,68.2,1
2,2,4,6,0,21.3,302.7,69.2,66.6,1
3,2,4,6,0,19.3,300,67.1,71.1,1
4,2,4,6,0,22.2,300,68.0,62.5,1
5,2,4,6,0,20.8,300,71.8,63.2,1
6,2,4,6,0,20.0,425.6,91.8,71.8,1
7,2,4,6,0,17.7,405.6,100.3,91.2,1
8,2,4,6,0,16.7,388.0,97.9,103.4,1
9,2,4,6,0,16.3,514.0,115.5,89.3,1
10,2,4,6,0,16.0,545.5,113.1,105.9,0
11,2,4,6,0,15.6,518.1,113.7,118.0,1
12,2,4,6,0,13.6,692.4,131.5,98.2,0
13,2,4,6,0,12.7,676.5,128.5,126.7,0
14,2,4,6,0,12.6,676.2,125.4,120.8,0
15,2,4,6,0,13.2,660.6,123.9,123.3,0
16,2,4,6,0,12.6,668.1,133.4,126.0,0
17,2,4,6,0,16.3,680.8,126.7,122.2,0
18,2,4,6,0,16.6,712.8,125.1,125.7,0
19,2,4,6,0,16.9,602.7,125.0,128.9,0
20,2,4,6,0,17.5,578.9,115.7,116.4,1
21,2,4,6,0,19.2,572.6,116.4,120.8,1
22,2,4,6,0,19.2,577.0,119.3,112.0,1
23,2,4,6,0,21.4,336.3,80.6,114.9,1
0,3,4,0,0,22.5,346.9,78.7,98.5,1
1,3,4,0,0,21.0,339.8,83.0,74.0,0
2,3,4,0,0,21.7,340.5,78.1,81.0,1
3,3,4,0,0,21.1,338.9,83.6,71.7,1
4,3,4,0,0,21.5,325.8,75.0,76.6,1
5,3,4,0,0,22.8,339.2,78.9,80.2,1
6,3,4,0,0,20.5,475.7,98.8,76.6,1
7,3,4,0,0,19.5,494.7,113.2,113.9,1
8,3,4,0,0,15.4,498.2,108.5,109.9,1
9,3,4,0,0,18.0,660.8,130.3,111.7,1
10,3,4,0,0,16.4,646.5,118.8,123.3,0
11,3,4,0,0,15.4,602.9,122.8,128.7,0
12,3,4,0,0,15.0,846.9,143.0,133.4,0
13,3,4,0,0,13.6,844.2,139.9,149.1,0
14,3,4,0,0,13.6,818.6,142.6,142.5,0
15,3,4,0,0,13.7,867.8,143.2,143.1,0
16,3,4,0,0,16.6,832.9,139.5,142.9,0
17,3,4,0,0,14.4,837.3,147.9,144.6,0
18,3,4,0,0,16.5,827.3,147.8,143.5,0
19,3,4,0,0,17.5,700.1,133.4,143.5,0
20,3,4,0,0,17.9,703.7,131.7,134.0,0
21,3,4,0,0,17.9,715.8,133.7,130.3,0
22,3,4,0,0,19.0,696.7,128.3,131.6,0
23,3,4,0,0,21.9,428.2,100.4,137.0,1
0,4,4,1,0,21.5,312.3,70.3,98.1,1
1,4,4,1,0,22.3,307.5,82.8,84.4,0
2,4,4,1,0,20.7,342.4,81.5,75.0,1
3,4,4,1,0,23.1,312.3,82.4,76.9,1
4,4,4,1,0,21.0,324.1,84.7,79.2,1
5,4,4,1,0,21.0,342.7,81.5,76.8,1
6,4,4,1,0,20.9,486.9,99.6,81.9,0
7,4,4,1,0,19.9,495.8,104.1,110.0,1
8,4,4,1,0,19.5,487.7,105.5,102.7,1
9,4,4,1,0,17.1,645.1,123.4,104.8,0
10,4,4,1,0,15.9,623.2,129.3,129.3,0
11,4,4,1,0,13.7,641.0,124.0,126.1,0
12,4,4,1,0,14.4,824.2,148.2,121.0,0
13,4,4,1,0,13.7,852.1,142.3,142.7,0
14,4,4,1,0,14.5,836.9,139.0,151.7,0
15,4,4,1,0,12.9,807.6,145.9,149.0,0
16,4,4,1,0,14.6,836.0,148.6,148.0,0
17,4,4,1,0,15.0,871.2,143.8,143.1,1
18,4,4,1,0,17.0,858.9,152.7,144.7,0
19,4,4,1,0,16.9,691.2,129.6,148.7,0
20,4,4,1,0,16.9,689.4,129.4,134.1,0
21,4,4,1,0,20.1,716.2,139.3,133.6,0
22,4,4,1,0,20.6,684.0,123.1,131.5,1
23,4,4,1,0,19.8,433.4,93.1,133.4,1
0,5,4,2,0,20.3,319.6,74.5,101.6,1
1,5,4,2,0,21.3,332.7,76.9,77.1,1
2,5,4,2,0,19.8,340.5,71.4,83.2,1
3,5,4,2,0,21.7,343.7,84.4,81.0,1
4,5,4,2,0,21.9,333.7,80.5,78.9,1
5,5,4,2,0,22.3,329.2,75.9,79.8,1
6,5,4,2,0,18.2,486.6,110.3,79.9,1
7,5,4,2,0,20.1,491.3,111.4,106.8,1
8,5,4,2,0,16.3,511.0,108.0,101.2,1
9,5,4,2,0,18.3,617.5,124.8,107.3,0
10,5,4,2,0,15.2,631.7,127.7,127.0,1
11,5,4,2,0,14.4,631.0,128.7,122.5,0
12,5,4,2,0,13.7,822.8,146.4,128.5,0
13,5,4,2,0,11.5,843.1,143.9,140.0,0
14,5,4,2,0,15.2,829.1,150.8,141.1,0
15,5,4,2,0,12.0,845.5,139.5,153.9,0
16,5,4,2,0,14.4,861.4,142.8,146.8,0
17,5,4,2,0,15.5,863.1,142.4,146.2,0
18,5,4,2,0,16.1,855.4,145.7,147.0,0
19,5,4,2,0,14.1,717.6,134.3,150.4,0
20,5,4,2,0,18.3,693.9,129.5,133.5,0
21,5,4,2,0,20.4,713.5,135.2,129.2,0
22,5,4,2,0,20.8,726.2,130.8,132.6,1
23,5,4,2,0,19.4,416.4,94.6,133.3,1
0,6,4,3,0,23.1,337.0,83.9,91.2,1
1,6,4,3,0,22.7,332.2,80.3,71.1,1
2,6,4,3,0,22.0,300,78.1,78.8,1
3,6,4,3,0,20.8,331.7,74.0,86.2,1
4,6,4,3,0,20.0,321.3,74.1,69.3,1
5,6,4,3,0,20.6,319.5,70.8,82.0,1
6,6,4,3,0,19.5,492.2,113.2,78.8,1
7,6,4,3,0,19.8,505.5,112.3,105.6,0
8,6,4,3,0,18.5,487.2,101.6,105.3,1
9,6,4,3,0,17.2,634.7,121.7,104.1,0
10,6,4,3,0,14.8,668.2,126.9,132.7,0
11,6,4,3,0,13.5,642.5,130.2,123.5,0
12,6,4,3,0,13.6,812.5,141.8,129.3,0
13,6,4,3,0,13.2,838.1,142.4,145.5,0
14,6,4,3,0,15.2,838.7,149.0,145.4,1
15,6,4,3,0,15.6,839.9,138.1,139.3,0
16,6,4,3,0,15.9,845.9,145.5,143.6,1
17,6,4,3,0,15.3,810.2,145.2,142.3,0
18,6,4,3,0,17.1,821.7,142.4,140.1,0
19,6,4,3,0,16.0,696.4,133.5,142.3,0
20,6,4,3,0,17.0,715.5,141.4,133.7,0
21,6,4,3,0,20.1,691.4,129.1,132.1,0
22,6,4,3,0,20.6,689.8,129.6,126.7,0
23,6,4,3,0,21.5,416.7,94.4,124.8,1
0,7,4,4,0,23.8,334.2,77.0,91.3,1
1,7,4,4,0,21.0,341.4,75.1,71.6,1
2,7,4,4,0,20.5,330.8,74.8,71.6,1
3,7,4,4,0,24.1,358.1,76.7,79.7,0
4,7,4,4,0,23.0,328.3,79.7,76.2,1
5,7,4,4,0,19.5,361.5,79.9,76.1,1
6,7,4,4,0,18.9,498.6,107.0,73.4,1
7,7,4,4,0,19.5,496.5,98.9,111.9,1
8,7,4,4,0,16.0,512.3,110.9,116.3,1
9,7,4,4,0,17.5,664.1,126.7,98.2,0
10,7,4,4,0,14.1,632.6,130.4,131.9,0
11,7,4,4,0,15.8,635.8,124.8,134.0,1
12,7,4,4,0,13.2,864.1,142.8,132.8,0
13,7,4,4,0,12.5,835.9,146.5,156.0,0
14,7,4,4,0,13.1,811.0,137.1,152.2,0
15,7,4,4,0,14.8,844.0,149.1,149.3,0
16,7,4,4,0,14.8,798.7,146.3,154.1,0
17,7,4,4,0,16.2,817.8,136.5,144.4,0
18,7,4,4,0,15.9,837.9,149.7,139.9,1
19,7,4,4,0,15.8,684.3,135.5,138.1,0
20,7,4,4,0,17.0,693.7,131.8,128.6,0
21,7,4,4,0,18.2,709.0,130.7,133.2,0
22,7,4,4,0,21.4,706.2,134.5,132.2,0
23,7,4,4,0,21.0,395.5,96.8,124.9,1
0,8,4,5,0,22.7,300,72.6,78.7,1
1,8,4,5,0,20.4,300,67.6,71.2,1
2,8,4,5,0,24.3,300,70.2,68.3,1
3,8,4,5,0,21.9,300,67.7,72.3,0
4,8,4,5,0,20.5,300,70.3,65.9,1
5,8,4,5,0,20.7,300,72.6,57.2,1
6,8,4,5,0,20.7,384.5,93.1,65.2,1
7,8,4,5,0,18.0,395.3,95.8,89.8,1
8,8,4,5,0,19.4,423.8,95.1,91.2,1
9,8,4,5,0,18.0,506.3,110.5,86.0,0
10,8,4,5,0,14.7,487.5,107.3,115.5,1
11,8,4,5,0,13.9,514.7,106.1,110.3,1
12,8,4,5,0,13.1,695.9,129.8,109.8,0
13,8,4,5,0,12.2,678.6,124.5,127.1,0
14,8,4,5,0,13.5,704.7,132.2,128.7,0
15,8,4,5,0,13.6,685.9,125.6,130.3,0
16,8,4,5,0,11.8,696.7,131.0,124.7,0
17,8,4,5,0,13.8,676.3,116.8,125.6,0
18,8,4,5,0,15.7,697.5,126.0,125.6,0
19,8,4,5,0,16.1,624.1,117.3,122.7,0
20,8,4,5,0,18.6,602.6,121.9,119.3,0
21,8,4,5,0,19.0,566.4,116.1,110.4,1
22,8,4,5,0,20.7,580.1,114.7,119.3,0
23,8,4,5,0,20.4,345.2,83.0,123.8,1
0,9,4,6,0,22.4,300,68.7,82.4,1
1,9,4,6,0,20.8,300,66.7,65.8,1
2,9,4,6,0,23.3,300,72.8,70.8,1
3,9,4,6,0,20.8,305.8,72.2,63.0,1
4,9,4,6,0,23.5,300,67.3,67.2,1
5,9,4,6,0,22.0,315.9,72.9,66.9,1
6,9,4,6,0,18.5,433.2,99.4,72.0,1
7,9,4,6,0,18.3,392.9,90.6,94.3,0
8,9,4,6,0,18.3,434.9,100.8,92.9,1
9,9,4,6,0,15.8,528.8,111.2,94.8,1
10,9,4,6,0,18.8,514.5,110.2,110.3,0
11,9,4,6,0,12.5,545.0,117.5,105.2,1
12,9,4,6,0,15.5,716.0,130.2,109.2,1
13,9,4,6,0,15.6,678.7,128.5,127.3,0
14,9,4,6,0,14.3,674.8,125.7,137.5,0
15,9,4,6,0,14.8,701.5,128.8,125.8,0
16,9,4,6,0,15.5,688.8,128.3,129.3,0
17,9,4,6,0,15.0,669.7,133.0,118.1,0
18,9,4,6,0,16.8,674.2,128.5,134.6,0
19,9,4,6,0,17.7,590.3,116.5,127.4,0
20,9,4,6,0,19.4,553.8,110.5,114.0,0
21,9,4,6,0,18.1,606.1,113.7,115.6,0
22,9,4,6,0,18.5,580.2,119.0,121.9,0
23,9,4,6,0,22.1,360.7,88.0,112.8,1
0,10,4,0,0,21.3,302.0,83.3,94.4,1
1,10,4,0,0,22.2,306.8,70.7,77.2,1
2,10,4,0,0,21.8,351.1,75.6,69.9,1
3,10,4,0,0,21.6,320.1,74.8,76.6,1
4,10,4,0,0,21.1,328.8,77.6,84.7,1
5,10,4,0,0,22.2,332.4,73.6,79.9,1
6,10,4,0,0,20.4,479.8,106.4,75.3,1
7,10,4,0,0,19.1,511.8,109.1,110.7,1
8,10,4,0,0,19.3,506.6,112.1,112.1,1
9,10,4,0,0,16.9,624.4,125.1,115.0,0
10,10,4,0,0,14.9,628.4,120.8,126.5,0
11,10,4,0,0,15.7,605.5,124.9,127.1,0
12,10,4,0,0,13.6,816.2,138.9,126.0,0
13,10,4,0,0,13.5,818.0,149.4,139.6,0
14,10,4,0,0,13.2,826.0,145.2,145.7,0
15,10,4,0,0,11.9,827.3,141.3,147.6,0
16,10,4,0,0,15.4,815.5,150.1,147.1,0
17,10,4,0,0,15.7,842.9,144.4,146.1,0
18,10,4,0,0,15.8,831.0,148.5,145.4,0
19,10,4,0,0,15.3,702.2,137.0,141.7,0
20,10,4,0,0,17.4,724.9,134.2,134.9,0
21,10,4,0,0,18.9,723.2,141.3,141.4,0
22,10,4,0,0,20.1,736.4,142.1,124.6,0
23,10,4,0,0,19.6,382.3,88.3,142.2,1
0,11,4,1,0,20.9,320.2,73.3,96.2,1
1,11,4,1,0,22.4,312.5,78.3,77.3,1
2,11,4,1,0,20.5,305.6,69.1,74.5,1
3,11,4,1,0,23.0,348.0,74.4,76.4,1
4,11,4,1,0,20.2,302.6,78.2,79.1,1
5,11,4,1,0,22.4,317.1,79.8,70.2,1
6,11,4,1,0,18.6,484.2,98.1,78.7,1
7,11,4,1,0,18.2,533.4,107.6,100.9,0
8,11,4,1,0,20.0,523.9,102.6,112.3,1
9,11,4,1,0,16.6,612.6,120.6,110.2,0
10,11,4,1,0,15.9,636.3,128.4,121.6,0
11,11,4,1,0,14.5,605.1,128.4,131.2,0
12,11,4,1,0,14.5,820.8,144.0,117.3,0
13,11,4,1,0,12.6,789.3,143.2,137.4,0
14,11,4,1,0,14.4,838.0,141.4,145.3,0
15,11,4,1,0,13.4,844.0,148.1,143.0,0
16,11,4,1,0,14.3,828.4,140.2,138.3,0
17,11,4,1,0,14.1,826.4,145.2,143.1,1
18,11,4,1,0,17.0,836.1,150.9,145.2,0
19,11,4,1,0,17.4,700.9,126.3,149.9,0
20,11,4,1,0,19.1,710.6,128.7,131.5,0
21,11,4,1,0,18.7,698.1,124.8,125.5,0
22,11,4,1,0,19.3,707.4,132.8,127.2,0
23,11,4,1,0,22.3,392.1,98.3,134.7,1
0,12,4,2,0,21.0,300.5,78.4,93.0,1
1,12,4,2,0,22.1,313.0,70.3,73.6,1
2,12,4,2,0,21.5,328.4,70.8,81.3,1
3,12,4,2,0,20.4,337.3,85.5,76.3,1
4,12,4,2,0,22.7,334.7,80.4,76.1,1
5,12,4,2,0,20.1,320.9,70.4,85.2,1
6,12,4,2,0,20.6,486.5,109.2,79.0,1
7,12,4,2,0,18.7,500.7,102.1,111.5,1
8,12,4,2,0,18.3,498.6,108.1,107.4,1
9,12,4,2,0,16.7,605.8,126.3,106.2,0
10,12,4,2,0,16.5,636.1,125.5,118.7,0
11,12,4,2,0,16.7,612.8,121.0,129.4,0
12,12,4,2,0,14.9,823.2,139.4,130.6,0
13,12,4,2,0,15.4,812.8,141.5,145.3,0
14,12,4,2,0,15.3,835.5,150.1,151.3,0
15,12,4,2,0,14.4,832.7,143.2,143.7,0
16,12,4,2,0,14.6,829.6,147.7,144.8,0
17,12,4,2,0,15.0,824.6,141.3,147.2,0
18,12,4,2,0,15.2,820.9,149.3,149.9,0
19,12,4,2,0,15.8,676.2,130.8,147.0,0
20,12,4,2,0,18.9,674.1,128.0,130.0,0
21,12,4,2,0,19.2,694.8,140.4,133.3,0
22,12,4,2,0,20.6,676.6,132.6,138.6,0
23,12,4,2,0,21.9,422.3,101.6,135.5,1
0,13,4,3,0,22.8,339.2,76.5,91.6,1
1,13,4,3,0,23.3,330.0,80.9,79.4,1
2,13,4,3,0,21.3,331.6,75.7,81.0,1
3,13,4,3,0,20.2,334.0,79.6,73.9,1
4,13,4,3,0,21.2,323.8,73.2,81.5,1
5,13,4,3,0,20.3,313.3,79.5,81.8,1
6,13,4,3,0,20.0,497.4,101.3,75.9,1
7,13,4,3,0,19.5,516.7,104.8,110.1,1
8,13,4,3,0,18.5,489.3,108.2,110.6,1
9,13,4,3,0,17.9,618.3,127.9,112.3,0
10,13,4,3,0,15.0,627.2,129.8,127.8,0
11,13,4,3,0,15.1,631.0,118.6,132.9,1
12,13,4,3,0,14.4,837.4,142.7,124.8,0
13,13,4,3,0,13.7,848.5,139.4,145.5,0
14,13,4,3,0,13.3,839.1,145.7,147.6,0
15,13,4,3,0,15.0,804.7,142.7,137.9,0
16,13,4,3,0,13.1,831.6,140.9,145.1,0
17,13,4,3,0,15.8,820.3,149.8,137.4,0
18,13,4,3,0,14.9,829.0,140.9,138.7,0
19,13,4,3,0,17.8,703.8,127.8,146.3,1
20,13,4,3,0,18.9,709.5,138.8,134.7,0
21,13,4,3,0,20.3,716.9,135.7,134.0,0
22,13,4,3,0,18.2,698.3,133.1,136.3,0
23,13,4,3,0,20.7,418.0,95.7,129.0,1
0,14,4,4,0,21.6,334.5,75.9,98.1,1
1,14,4,4,0,22.1,311.7,78.5,74.9,1
2,14,4,4,0,19.7,302.7,79.1,73.5,1
3,14,4,4,0,22.3,319.2,83.1,76.4,1
4,14,4,4,0,20.8,355.0,81.6,81.8,1
5,14,4,4,0,18.6,319.4,73.9,74.1,1
6,14,4,4,0,20.2,482.1,104.4,75.0,1
7,14,4,4,0,19.9,492.6,107.3,115.3,1
8,14,4,4,0,18.8,518.9,108.7,108.3,0
9,14,4,4,0,18.1,655.9,132.9,110.5,0
10,14,4,4,0,15.2,646.5,132.0,128.3,0
11,14,4,4,0,17.7,618.4,128.0,130.5,0
12,14,4,4,0,15.3,797.9,140.6,118.6,0
13,14,4,4,0,11.8,866.3,141.4,147.6,0
14,14,4,4,0,14.9,820.1,132.8,140.7,0
15,14,4,4,0,16.5,813.6,143.6,142.5,0
16,14,4,4,0,14.1,842.1,142.6,146.2,0
17,14,4,4,0,15.0,813.4,131.4,142.3,0
18,14,4,4,0,13.5,823.2,139.8,139.6,0
19,14,4,4,0,19.1,681.9,127.7,147.2,0
20,14,4,4,0,18.9,673.9,124.5,123.6,0
21,14,4,4,0,17.5,672.0,129.0,132.4,0
22,14,4,4,0,21.3,685.6,137.5,128.3,0
23,14,4,4,0,20.5,441.0,94.1,134.2,1
0,15,4,5,0,23.3,300,60.9,85.2,1
1,15,4,5,0,20.0,300,70.0,65.1,0
2,15,4,5,0,23.6,300,70.5,71.0,1
3,15,4,5,0,23.3,300,61.3,66.1,1
4,15,4,5,0,17.9,300,63.7,72.7,1
5,15,4,5,0,22.4,300,63.6,62.4,1
6,15,4,5,0,22.2,416.2,95.9,67.8,1
7,15,4,5,0,20.1,418.2,103.6,90.2,1
8,15,4,5,0,18.7,389.8,88.4,97.7,1
9,15,4,5,0,16.8,538.6,115.1,90.9,0
10,15,4,5,0,16.7,498.0,109.6,111.2,0
11,15,4,5,0,16.5,497.9,111.6,111.2,0
12,15,4,5,0,16.2,696.5,132.0,108.5,0
13,15,4,5,0,15.4,680.4,128.6,130.7,0
14,15,4,5,0,15.0,716.8,132.5,124.1,0
15,15,4,5,0,14.0,710.0,115.7,138.7,0
16,15,4,5,0,14.7,696.9,128.3,133.6,1
17,15,4,5,0,13.2,687.2,130.4,133.1,0
18,15,4,5,0,15.7,686.3,125.6,124.4,0
19,15,4,5,0,17.4,598.4,117.9,123.6,1
20,15,4,5,0,17.9,574.8,113.4,114.7,1
21,15,4,5,0,19.1,601.5,119.5,114.4,0
22,15,4,5,0,21.2,562.3,111.6,113.3,0
23,15,4,5,0,20.6,319.4,83.3,122.1,0
